Assay_Type_s	AssemblyName_s	BioSample_s	Consent_s	InsertSize_l	Library_Name_s	MBases_l	MBytes_l	Run_s	SRA_Sample_s	Sample_Name_s	analyte_type_s	body_site_s	gap_consent_code_s	gap_sample_id_s	gap_subject_id_s	histological_type_s	is_tumor_s	molecular_data_type_s	sex_s	submitted_sample_id_s	submitted_subject_id_s	BioProject_s	BioSampleModel_s	Center_Name_s	Platform_s	SRA_Study_s	g1k_analysis_group_s	g1k_pop_code_s	gap_accession_s	source_s	study_design_s	study_name_s	submitter_handle_s
RNA-Seq	HG19_Broad_variant	SAMN02788074	none	150	Solexa-189952	11547	6009	SRR1467125	SRS648245	GTEX-YFCO-0003-SM-4W21I	RNA:Total RNA	Cells - EBV-transformed lymphocytes	<not provided>	1272564	985194	Blood	No	RNA Expression (NGS)	male	GTEX-YFCO-0003-SM-4W21I	GTEX-YFCO	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02791759	none	150	Solexa-218781	6334	2934	SRR1467149	SRS648246	GTEX-11TT1-2026-SM-5EQM8	RNA:Total RNA	Prostate	<not provided>	1268080	984971	Prostate	No	RNA Expression (NGS)	male	GTEX-11TT1-2026-SM-5EQM8	GTEX-11TT1	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02790438	none	150	Solexa-193602	7029	3590	SRR1467171	SRS648247	GTEX-Y9LG-1526-SM-4WWDR	RNA:Total RNA	Colon - Transverse	<not provided>	1272375	985185	Colon	No	RNA Expression (NGS)	male	GTEX-Y9LG-1526-SM-4WWDR	GTEX-Y9LG	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02791112	none	150	Solexa-228487	6350	3258	SRR1467194	SRS648248	GTEX-13QBU-2026-SM-5KLZB	RNA:Total RNA	Colon - Sigmoid	<not provided>	1270454	985097	Colon	No	RNA Expression (NGS)	female	GTEX-13QBU-2026-SM-5KLZB	GTEX-13QBU	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02789757	none	150	Solexa-232299	8135	4085	SRR1467212	SRS648249	GTEX-13S7M-0011-R1b-SM-5PNZE	RNA:Total RNA	Brain - Hippocampus	<not provided>	1270534	985104	Brain	No	RNA Expression (NGS)	female	GTEX-13S7M-0011-R1b-SM-5PNZE	GTEX-13S7M	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02792571	none	150	Solexa-233100	4487	1950	SRR1467233	SRS648250	GTEX-ZAJG-1226-SM-5S2MH	RNA:Total RNA	Artery - Aorta	<not provided>	1272744	985204	Blood Vessel	No	RNA Expression (NGS)	female	GTEX-ZAJG-1226-SM-5S2MH	GTEX-ZAJG	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02789769	none	150	Solexa-223680	6681	3182	SRR1467255	SRS648251	GTEX-11DYG-2926-SM-5H132	RNA:Total RNA	Brain - Cerebellum	<not provided>	1267586	984946	Brain	No	RNA Expression (NGS)	male	GTEX-11DYG-2926-SM-5H132	GTEX-11DYG	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02788843	none	150	Solexa-229842	5059	2456	SRR1467277	SRS648252	GTEX-145LT-0526-SM-5LUB2	RNA:Total RNA	Skin - Not Sun Exposed (Suprapubic)	<not provided>	1270881	985125	Skin	No	RNA Expression (NGS)	male	GTEX-145LT-0526-SM-5LUB2	GTEX-145LT	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02788352	none	150	Solexa-231583	7989	4116	SRR1467294	SRS648253	GTEX-13PVQ-0011-R4a-SM-5O9CT	RNA:Total RNA	Brain - Amygdala	<not provided>	1270394	985095	Brain	No	RNA Expression (NGS)	male	GTEX-13PVQ-0011-R4a-SM-5O9CT	GTEX-13PVQ	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02789495	none	150	Solexa-187562	8122	4055	SRR1467316	SRS648254	GTEX-Y9LG-1226-SM-4VBQA	RNA:Total RNA	Adipose - Visceral (Omentum)	<not provided>	1272372	985185	Adipose Tissue	No	RNA Expression (NGS)	male	GTEX-Y9LG-1226-SM-4VBQA	GTEX-Y9LG	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02792690	none	150	Solexa-182730	9494	4404	SRR1467340	SRS648255	K-562-SM-4TT1D	RNA:Total RNA	Cells - Leukemia cell line (CML)	<not provided>	1273841	590982	Bone Marrow	Yes	RNA Expression (NGS)	female	K-562-SM-4TT1D	K-562	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02787954	none	150	Solexa-221232	5062	2127	SRR1467364	SRS648256	GTEX-12WSC-0011-R11a-SM-5GU5J	RNA:Total RNA	Brain - Cerebellar Hemisphere	<not provided>	1268560	984997	Brain	No	RNA Expression (NGS)	male	GTEX-12WSC-0011-R11a-SM-5GU5J	GTEX-12WSC	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02790043	none	150	Solexa-220404	4738	2249	SRR1467386	SRS648257	GTEX-ZYFG-0726-SM-5GIDX	RNA:Total RNA	Spleen	<not provided>	1273672	985257	Spleen	No	RNA Expression (NGS)	female	GTEX-ZYFG-0726-SM-5GIDX	GTEX-ZYFG	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02793599	none	350	Solexa-185175	7543	3523	SRR1467407	SRS648258	GTEX-Y8E4-0003-SM-4V6FY	RNA:Total RNA	Cells - EBV-transformed lymphocytes	<not provided>	1272310	985183	Blood	No	RNA Expression (NGS)	male	GTEX-Y8E4-0003-SM-4V6FY	GTEX-Y8E4	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02792057	none	150	Solexa-231481	7761	3768	SRR1467431	SRS648259	GTEX-12WS9-0006-SM-5O99W	RNA:Total RNA	Whole Blood	<not provided>	1268505	984994	Blood	No	RNA Expression (NGS)	female	GTEX-12WS9-0006-SM-5O99W	GTEX-12WS9	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02793730	none	150	Solexa-181427	5564	2435	SRR1467455	SRS648260	GTEX-YFC4-0011-R8a-SM-4SOK3	RNA:Total RNA	Brain - Hypothalamus	<not provided>	1272543	985193	Brain	No	RNA Expression (NGS)	female	GTEX-YFC4-0011-R8a-SM-4SOK3	GTEX-YFC4	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02793106	none	150	Solexa-232409	5291	2336	SRR1467479	SRS648261	GTEX-11DXX-0626-SM-5Q5AG	RNA:Total RNA	Lung	<not provided>	1267506	984943	Lung	No	RNA Expression (NGS)	female	GTEX-11DXX-0626-SM-5Q5AG	GTEX-11DXX	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02789958	none	150	Solexa-218745	6517	3019	SRR1467500	SRS648262	GTEX-11TT1-1626-SM-5EQL7	RNA:Total RNA	Lung	<not provided>	1268076	984971	Lung	No	RNA Expression (NGS)	male	GTEX-11TT1-1626-SM-5EQL7	GTEX-11TT1	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02792776	none	150	Solexa-222951	5995	2726	SRR1467522	SRS648263	GTEX-ZAB4-2526-SM-5HL8M	RNA:Total RNA	Breast - Mammary Tissue	<not provided>	1272713	985202	Breast	No	RNA Expression (NGS)	male	GTEX-ZAB4-2526-SM-5HL8M	GTEX-ZAB4	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02793305	none	150	Solexa-220284	5547	2474	SRR1467544	SRS648264	GTEX-12ZZZ-2426-SM-5GCNN	RNA:Total RNA	Colon - Transverse	<not provided>	1268860	985012	Colon	No	RNA Expression (NGS)	male	GTEX-12ZZZ-2426-SM-5GCNN	GTEX-12ZZZ	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02793117	none	150	Solexa-212863	6152	2844	SRR1467567	SRS648265	GTEX-11NUK-0226-SM-5A5L4	RNA:Total RNA	Muscle - Skeletal	<not provided>	1267862	984961	Muscle	No	RNA Expression (NGS)	male	GTEX-11NUK-0226-SM-5A5L4	GTEX-11NUK	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02787442	none	150	Solexa-231022	5970	2700	SRR1467590	SRS648266	GTEX-11GSP-0011-R9b-SM-5NQ77	RNA:Total RNA	Brain - Spinal cord (cervical c-1)	<not provided>	1267746	984955	Brain	No	RNA Expression (NGS)	female	GTEX-11GSP-0011-R9b-SM-5NQ77	GTEX-11GSP	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02788698	none	150	Solexa-232741	4568	2012	SRR1467612	SRS648267	GTEX-13SLW-0826-SM-5QGP7	RNA:Total RNA	Heart - Atrial Appendage	<not provided>	1270579	985106	Heart	No	RNA Expression (NGS)	male	GTEX-13SLW-0826-SM-5QGP7	GTEX-13SLW	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02789079	none	150	Solexa-214223	5802	2964	SRR1467633	SRS648268	GTEX-YF7O-2326-101833-SM-5CVN9	RNA:Total RNA	Skin - Sun Exposed (Lower leg)	<not provided>	1272528	985192	<not provided>	No	RNA Expression (NGS)	male	GTEX-YF7O-2326-101833-SM-5CVN9	GTEX-YF7O	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02791239	none	150	Solexa-231439	8340	3976	SRR1467656	SRS648269	GTEX-145LT-1526-SM-5O98P	RNA:Total RNA	Adipose - Visceral (Omentum)	<not provided>	1270889	985125	Adipose Tissue	No	RNA Expression (NGS)	male	GTEX-145LT-1526-SM-5O98P	GTEX-145LT	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02788651	none	150	Solexa-233480	7647	3479	SRR1467680	SRS648270	GTEX-13QJ3-2726-SM-5SI6L	RNA:Total RNA	Stomach	<not provided>	1270483	985099	Stomach	No	RNA Expression (NGS)	male	GTEX-13QJ3-2726-SM-5SI6L	GTEX-13QJ3	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02792555	none	150	Solexa-231004	5706	2594	SRR1467704	SRS648271	GTEX-ZUA1-1226-SM-5NQ6O	RNA:Total RNA	Esophagus - Mucosa	<not provided>	1273366	985237	Esophagus	No	RNA Expression (NGS)	male	GTEX-ZUA1-1226-SM-5NQ6O	GTEX-ZUA1	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02791809	none	150	Solexa-226823	6533	3394	SRR1467726	SRS648272	GTEX-1399U-1426-SM-5J1N8	RNA:Total RNA	Esophagus - Gastroesophageal Junction	<not provided>	1269295	985034	Esophagus	No	RNA Expression (NGS)	female	GTEX-1399U-1426-SM-5J1N8	GTEX-1399U	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02787205	none	150	Solexa-206252	7270	3613	SRR1467745	SRS648273	GTEX-ZPIC-0726-SM-57WFM	RNA:Total RNA	Adipose - Visceral (Omentum)	<not provided>	1273151	985226	Adipose Tissue	No	RNA Expression (NGS)	female	GTEX-ZPIC-0726-SM-57WFM	GTEX-ZPIC	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02791240	none	150	Solexa-224619	6724	3235	SRR1467792	SRS648275	GTEX-13FHP-1126-SM-5IJDO	RNA:Total RNA	Artery - Coronary	<not provided>	1269595	985053	Blood Vessel	No	RNA Expression (NGS)	male	GTEX-13FHP-1126-SM-5IJDO	GTEX-13FHP	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02793002	none	150	Solexa-208115	8183	4174	SRR1467813	SRS648276	GTEX-11ZVC-3026-SM-59HJM	RNA:Total RNA	Brain - Cerebellum	<not provided>	1268326	984984	Brain	No	RNA Expression (NGS)	female	GTEX-11ZVC-3026-SM-59HJM	GTEX-11ZVC	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02789555	none	150	Solexa-231183	6259	3167	SRR1467835	SRS648277	GTEX-147GR-0005-SM-5NQAO	RNA:Total RNA	Whole Blood	<not provided>	1271145	985142	Blood	No	RNA Expression (NGS)	male	GTEX-147GR-0005-SM-5NQAO	GTEX-147GR	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02791674	none	150	Solexa-192576	6813	3164	SRR1467882	SRS648279	GTEX-ZDXO-0011-R6a-SM-4WWCT	RNA:Total RNA	Brain - Nucleus accumbens (basal ganglia)	<not provided>	1272841	985210	Brain	No	RNA Expression (NGS)	male	GTEX-ZDXO-0011-R6a-SM-4WWCT	GTEX-ZDXO	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02793450	none	150	Solexa-227216	6988	3571	SRR1467904	SRS648280	GTEX-13O3P-1626-SM-5K7X3	RNA:Total RNA	Heart - Left Ventricle	<not provided>	1270062	985078	Heart	No	RNA Expression (NGS)	male	GTEX-13O3P-1626-SM-5K7X3	GTEX-13O3P	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02790430	none	150	Solexa-224477	5021	2477	SRR1467922	SRS648281	GTEX-13U4I-1626-SM-5IFFR	RNA:Total RNA	Spleen	<not provided>	1270614	985108	Spleen	No	RNA Expression (NGS)	female	GTEX-13U4I-1626-SM-5IFFR	GTEX-13U4I	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02789052	none	150	Solexa-206231	8530	4232	SRR1467943	SRS648282	GTEX-ZPCL-1826-SM-57WF1	RNA:Total RNA	Colon - Transverse	<not provided>	1273143	985225	Colon	No	RNA Expression (NGS)	female	GTEX-ZPCL-1826-SM-57WF1	GTEX-ZPCL	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02789204	none	150	Solexa-218792	5413	2507	SRR1467966	SRS648283	GTEX-11ZU8-2326-SM-5EQMJ	RNA:Total RNA	Muscle - Skeletal	<not provided>	1268281	984982	Muscle	No	RNA Expression (NGS)	male	GTEX-11ZU8-2326-SM-5EQMJ	GTEX-11ZU8	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
WXS	HG19_Broad_variant	SAMN02787574	none	150	Pond-282259	4156	1873	SRR1467988	SRS648284	GTEX-SNMC-0004-SM-4X61G	DNA:DNA Genomic	Whole Blood	<not provided>	1271718	678179	Blood	No	Whole Exome (NGS)	male	GTEX-SNMC-0004-SM-4X61G	GTEX-SNMC	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02788204	none	150	Solexa-194571	7211	3634	SRR1468004	SRS648285	GTEX-ZQG8-0005-SM-4YCEH	RNA:Total RNA	Whole Blood	<not provided>	1273193	985228	Blood	No	RNA Expression (NGS)	female	GTEX-ZQG8-0005-SM-4YCEH	GTEX-ZQG8	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02787520	none	150	Solexa-179133	5204	2347	SRR1468028	SRS648286	GTEX-XBEW-1826-SM-4RTWX	RNA:Total RNA	Stomach	<not provided>	1272104	847755	Stomach	No	RNA Expression (NGS)	male	GTEX-XBEW-1826-SM-4RTWX	GTEX-XBEW	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02791289	none	150	Solexa-192509	6715	3078	SRR1468050	SRS648287	GTEX-ZLV1-0001-SM-4WWAO	RNA:Total RNA	Cells - EBV-transformed lymphocytes	<not provided>	1273071	985222	Blood	No	RNA Expression (NGS)	female	GTEX-ZLV1-0001-SM-4WWAO	GTEX-ZLV1	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02787711	none	150	Solexa-194714	7730	3914	SRR1468072	SRS648288	K-562-SM-51MQT	RNA:Total RNA	Cells - Leukemia cell line (CML)	<not provided>	1273852	590982	Bone Marrow	Yes	RNA Expression (NGS)	female	K-562-SM-51MQT	K-562	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02788957	none	150	Solexa-232154	5410	2476	SRR1468096	SRS648289	GTEX-YJ8O-1426-SM-5PNV9	RNA:Total RNA	Colon - Sigmoid	<not provided>	1272616	985197	Colon	No	RNA Expression (NGS)	female	GTEX-YJ8O-1426-SM-5PNV9	GTEX-YJ8O	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02789416	none	150	Solexa-206248	5621	2799	SRR1468118	SRS648290	GTEX-ZPU1-2026-SM-57WFI	RNA:Total RNA	Prostate	<not provided>	1273186	985227	Prostate	No	RNA Expression (NGS)	male	GTEX-ZPU1-2026-SM-57WFI	GTEX-ZPU1	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02788592	none	150	Solexa-224581	6042	2920	SRR1468141	SRS648291	GTEX-139UC-0011-R8b-SM-5IJCL	RNA:Total RNA	Brain - Hypothalamus	<not provided>	1269412	985042	Brain	No	RNA Expression (NGS)	male	GTEX-139UC-0011-R8b-SM-5IJCL	GTEX-139UC	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02790114	none	150	Solexa-223624	6564	3090	SRR1468162	SRS648292	GTEX-117XS-2526-SM-5H11G	RNA:Total RNA	Muscle - Skeletal	<not provided>	1267414	984937	Muscle	No	RNA Expression (NGS)	male	GTEX-117XS-2526-SM-5H11G	GTEX-117XS	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02787553	none	150	Solexa-231488	7035	3336	SRR1468184	SRS648293	GTEX-144GL-1226-SM-5O9A4	RNA:Total RNA	Thyroid	<not provided>	1270818	985120	Thyroid	No	RNA Expression (NGS)	male	GTEX-144GL-1226-SM-5O9A4	GTEX-144GL	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02793092	none	150	Solexa-229408	6458	3143	SRR1468208	SRS648294	GTEX-144GL-0626-SM-5LU4D	RNA:Total RNA	Skin - Not Sun Exposed (Suprapubic)	<not provided>	1270815	985120	Skin	No	RNA Expression (NGS)	male	GTEX-144GL-0626-SM-5LU4D	GTEX-144GL	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02790962	none	150	Solexa-223518	5311	2557	SRR1468226	SRS648295	GTEX-ZYWO-2126-SM-5GZXF	RNA:Total RNA	Uterus	<not provided>	1273758	985261	Uterus	No	RNA Expression (NGS)	female	GTEX-ZYWO-2126-SM-5GZXF	GTEX-ZYWO	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02792584	none	150	Solexa-232418	5039	2225	SRR1468271	SRS648297	GTEX-12126-0426-SM-5Q5AP	RNA:Total RNA	Adipose - Subcutaneous	<not provided>	1268359	984986	Adipose Tissue	No	RNA Expression (NGS)	male	GTEX-12126-0426-SM-5Q5AP	GTEX-12126	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02788404	none	150	Solexa-221276	5041	2152	SRR1468292	SRS648299	GTEX-11ONC-1526-SM-5GU6S	RNA:Total RNA	Esophagus - Mucosa	<not provided>	1267964	984966	Esophagus	No	RNA Expression (NGS)	male	GTEX-11ONC-1526-SM-5GU6S	GTEX-11ONC	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02793582	none	150	Solexa-218858	6541	3141	SRR1468314	SRS648300	GTEX-12WSG-0626-SM-5FQTQ	RNA:Total RNA	Liver	<not provided>	1268639	985001	Liver	No	RNA Expression (NGS)	female	GTEX-12WSG-0626-SM-5FQTQ	GTEX-12WSG	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02788372	none	150	Solexa-233638	5017	2291	SRR1468336	SRS648301	GTEX-1211K-0008-SM-5S2W1	RNA:Total RNA	Cells - Transformed fibroblasts	<not provided>	1268330	984985	Skin	No	RNA Expression (NGS)	female	GTEX-1211K-0008-SM-5S2W1	GTEX-1211K	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02788743	none	150	Solexa-216156	5613	2602	SRR1468360	SRS648302	GTEX-12696-2626-SM-5EQ44	RNA:Total RNA	Nerve - Tibial	<not provided>	1268424	984989	Nerve	No	RNA Expression (NGS)	male	GTEX-12696-2626-SM-5EQ44	GTEX-12696	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
